period,rand,head,combined
2022-11-01 00:00:00,0.1213160379,0.0364048601,0.157720898
2022-12-01 00:00:00,0.1215002202,0.03681256215,0.1583127824
2023-01-01 00:00:00,0.1210758605,0.03690781686,0.1579836773
2023-02-01 00:00:00,0.1211041423,0.03732243542,0.1584265777
2023-03-01 00:00:00,0.1213950843,0.03741594085,0.1588110252
2023-04-01 00:00:00,0.1223392931,0.03744900793,0.159788301
2023-05-01 00:00:00,0.1229976422,0.03756025677,0.160557899
2023-06-01 00:00:00,0.1229960148,0.03778604003,0.1607820549
2023-07-01 00:00:00,0.1251038276,0.03878954061,0.1638933682
2023-08-01 00:00:00,0.126344563,0.03915302669,0.1654975897
2023-09-01 00:00:00,0.1436642034,0.04612683766,0.1897910411
2023-10-01 00:00:00,0.1462045118,0.04855326723,0.194757779
2023-11-01 00:00:00,0.1495005165,0.05079734741,0.2002978639
2023-12-01 00:00:00,0.1498637217,0.05191437302,0.2017780947
2024-01-01 00:00:00,0.1510424301,0.05256153007,0.2036039601
2024-02-01 00:00:00,0.1422109236,0.05272157293,0.1949324965
2024-03-01 00:00:00,0.1418841755,0.05314214423,0.1950263197
2024-04-01 00:00:00,0.1415482199,0.05642877103,0.197976991
2024-05-31 00:00:00,0.1411388555,0.05742379043,0.1977356509
2024-06-30 00:00:00,0.1400422562,0.0594050407,0.1974293976
2024-07-31 00:00:00,0.1389836996,0.06171781395,0.1982670829
2024-08-31 00:00:00,0.1398202118,0.06352643817,0.196427445
2024-09-30 00:00:00,0.1427732041,0.07169951999,0.2088870876
2024-10-31 00:00:00,0.1427045022,0.07570835903,0.2113637398
2024-11-30 00:00:00,0.1428236296,0.07935993603,0.2133805024
2024-12-31 00:00:00,0.1417717914,0.08199251589,0.2130630111
2025-01-31 00:00:00,0.1409263449,0.08415904975,0.2135957766
2025-02-28 00:00:00,0.1395946989,0.08584595157,0.2075547785
2025-03-31 00:00:00,0.1416564931,0.08796659249,0.2130914363
2025-04-30 00:00:00,0.1412972381,0.09275135985,0.2149827264
