period,rand,head,combined
2022-11-01 00:00:00,0.1096843244,0.04280152584,0.1524858503
2022-12-01 00:00:00,0.1099653939,0.04290737383,0.1528727678
2023-01-01 00:00:00,0.109591715,0.04300350374,0.1525952187
2023-02-01 00:00:00,0.1096587643,0.04314353799,0.1528023023
2023-03-01 00:00:00,0.1098850521,0.04319860824,0.1530836603
2023-04-01 00:00:00,0.1106782807,0.04327865107,0.1539569317
2023-05-01 00:00:00,0.1125693729,0.04327485465,0.1558442276
2023-06-01 00:00:00,0.1125760815,0.04325215572,0.1558282373
2023-07-01 00:00:00,0.1221958509,0.04456058884,0.1667564397
2023-08-01 00:00:00,0.1233636449,0.0448194095,0.1681830544
2023-09-01 00:00:00,0.1425886028,0.05253630452,0.1951249073
2023-10-01 00:00:00,0.153955102,0.05506482781,0.2090199298
2023-11-01 00:00:00,0.1565242174,0.05671452895,0.2132387464
2023-12-01 00:00:00,0.157017368,0.05799555324,0.2150129212
2024-01-01 00:00:00,0.1584925119,0.0583631612,0.2168556731
2024-02-01 00:00:00,0.1526904694,0.05880509794,0.2114955673
2024-03-01 00:00:00,0.1525773647,0.05997050526,0.21254787
2024-04-01 00:00:00,0.1522729328,0.06322427489,0.2154972077
2024-05-31 00:00:00,0.1530840529,0.06436209994,0.2190618301
2024-06-30 00:00:00,0.1514544568,0.06623327622,0.2194327139
2024-07-31 00:00:00,0.1544311538,0.06883133231,0.2235674532
2024-08-31 00:00:00,0.1544347379,0.07066849525,0.2272197263
2024-09-30 00:00:00,0.1605991628,0.07890979691,0.2328963788
2024-10-31 00:00:00,0.1642706077,0.08294284453,0.2376078679
2024-11-30 00:00:00,0.1651697515,0.08599685607,0.2415147417
2024-12-31 00:00:00,0.1639188176,0.08881221328,0.2422291378
2025-01-31 00:00:00,0.1662730808,0.09097172027,0.2464884386
2025-02-28 00:00:00,0.1645059667,0.09307584292,0.2498710201
2025-03-31 00:00:00,0.1687725378,0.09675031784,0.2555353233
2025-04-30 00:00:00,0.171162821,0.1015760196,0.2604023247
