period,rand,head,combined
2022-11-01 00:00:00,0.1272655594,0.02470564661,0.1519712061
2022-12-01 00:00:00,0.1275337918,0.02481384649,0.1523476383
2023-01-01 00:00:00,0.1270059672,0.02491680337,0.1519227706
2023-02-01 00:00:00,0.1271181842,0.02501787201,0.1521360562
2023-03-01 00:00:00,0.1268242743,0.02563796197,0.1524622362
2023-04-01 00:00:00,0.1277268633,0.02566669542,0.1533935587
2023-05-01 00:00:00,0.1287164856,0.02572345568,0.1544399413
2023-06-01 00:00:00,0.1287084608,0.02581884338,0.1545273042
2023-07-01 00:00:00,0.134950019,0.0270578248,0.1620078438
2023-08-01 00:00:00,0.1366188797,0.02705352346,0.1636724031
2023-09-01 00:00:00,0.1572884294,0.03238725282,0.1896756822
2023-10-01 00:00:00,0.160869468,0.03415452031,0.1950239883
2023-11-01 00:00:00,0.165869923,0.03561572077,0.2014856438
2023-12-01 00:00:00,0.1664582021,0.03687326352,0.2033314656
2024-01-01 00:00:00,0.1684907519,0.03751596687,0.2060067188
2024-02-01 00:00:00,0.1491850864,0.03771013513,0.1868952215
2024-03-01 00:00:00,0.14871217,0.03818005523,0.1868922253
2024-04-01 00:00:00,0.148024829,0.04042520609,0.1884500351
2024-05-31 00:00:00,0.1509844904,0.04046394901,0.1939354266
2024-06-30 00:00:00,0.1496012279,0.04160399643,0.1920690702
2024-07-31 00:00:00,0.1541024422,0.04215801975,0.1992993969
2024-08-31 00:00:00,0.1506024782,0.04257267317,0.1944505589
2024-09-30 00:00:00,0.1614133658,0.04560798268,0.2112696882
2024-10-31 00:00:00,0.1624040916,0.04737060794,0.2121746675
2024-11-30 00:00:00,0.1662829279,0.04810801027,0.2193533527
2024-12-31 00:00:00,0.165646917,0.04922603042,0.2176200584
2025-01-31 00:00:00,0.1691882792,0.04983659657,0.2241073082
2025-02-28 00:00:00,0.1591149855,0.05010664442,0.2107910674
2025-03-31 00:00:00,0.1653151623,0.05185152628,0.2208983532
2025-04-30 00:00:00,0.1655736882,0.0538442409,0.2206519623
